Company,Job Title,Location,Remote,Experience Level,Date Posted,Easy Apply,Applicants,Required Skills,Salary
TELUS Digital,Trainee Data Analyst,United Kingdom,No,Fellowship,2025-01-25,No,198,"Power BI, SQL, Data Visualization, Excel, Tableau, ETL",€50K - €60K
Binance,Data Scientist,United Kingdom,Yes,Mid-level,2025-02-06,Yes,324,"SQL, Data Visualization, Power BI, Machine Learning, Excel, Python",$50K - $70K
Dataleum,Trainee Data Analyst,Saudi Arabia,No,Trainee,2025-02-10,Yes,231,"Big Data, Tableau, Python",€50K - €60K
Binance,Data Science Intern,UAE,No,Fellowship,2025-02-08,No,129,"ETL, SQL, Statistics, Big Data, Power BI",Not Disclosed
CONNECTMETA.AI,Freelance Online Data Analyst,Portugal,Yes,Fellowship,2025-02-18,No,343,"Python, Power BI, Machine Learning",Not Disclosed
CONNECTMETA.AI,Freelance Online Data Analyst,Germany,No,Trainee,2025-02-15,Yes,248,"Data Visualization, Excel, Statistics, Python",$70K - $90K
CONNECTMETA.AI,Online Data Analyst,Nigeria,No,Internship,2025-02-02,Yes,102,"Data Visualization, Big Data, SQL, Tableau",$50K - $70K
CONNECTMETA.AI,Sustainability Data Analyst,United Kingdom,Yes,Fellowship,2025-02-07,Yes,37,"ETL, Machine Learning, Excel",$50K - $70K
CapsLock,Data Scientist,Portugal,No,Internship,2025-02-19,No,28,"Machine Learning, Python, Tableau",£40K - £50K
Cochrane,Online Data Analyst,Germany,Yes,Internship,2025-02-12,Yes,407,"Big Data, SQL, Machine Learning",£30K - £40K
Peroptyx,Freelance Online Data Analyst,Germany,No,Trainee,2025-01-27,No,416,"SQL, ETL, Python, Machine Learning",$50K - $70K
Cochrane,Data Scientist,United Kingdom,Yes,Senior,2025-02-18,Yes,50,"SQL, Excel, Power BI",Not Disclosed
Talent Glider,Data Science Intern,Saudi Arabia,No,Senior,2025-02-01,Yes,271,"Data Visualization, SQL, ETL, Statistics, Machine Learning",€35K - €45K
Oeson Learning™,Data Analyst,Poland,Yes,Senior,2025-01-26,No,469,"Power BI, Excel, SQL, Python, Big Data",€50K - €60K
Found By Few,Data Analyst,Norway,No,Entry-level,2025-02-12,No,242,"ETL, Python, Data Visualization, Big Data, Statistics, Excel",$50K - $70K
TELUS Digital,Data Science Intern,Spain,Yes,Fellowship,2025-02-09,No,493,"Data Visualization, SQL, Python, Big Data, ETL",Not Disclosed
Binance,Freelance Online Data Analyst,UAE,No,Entry-level,2025-02-20,No,346,"Statistics, Excel, Big Data, Power BI, Machine Learning",$70K - $90K
Binance,Data Analyst,UAE,No,Freelance,2025-01-30,No,76,"Power BI, Big Data, ETL, Statistics, Data Visualization, Python",Not Disclosed
Talent Glider,Trainee Data Analyst,Saudi Arabia,No,Mid-level,2025-02-12,Yes,379,"ETL, Data Visualization, Big Data, Power BI",€35K - €45K
TELUS Digital,Data Science Intern,Ireland,Yes,Fellowship,2025-02-05,No,455,"Power BI, SQL, Python, Big Data, ETL, Tableau",€35K - €45K
Found By Few,Trainee Data Analyst,Ireland,No,Internship,2025-02-18,No,176,"Tableau, Python, Statistics, Machine Learning, ETL, SQL",£40K - £50K
Oeson Learning™,Online Data Analyst,Poland,Yes,Freelance,2025-02-13,Yes,495,"SQL, Big Data, Machine Learning, Power BI, Python, Excel",Not Disclosed
Dataleum,Data Science Intern,Italy,Yes,Entry-level,2025-02-01,Yes,155,"SQL, Python, Excel, Data Visualization, ETL, Statistics",€50K - €60K
Talent Glider,Freelance Online Data Analyst,Spain,Yes,Mid-level,2025-02-01,Yes,215,"Python, Tableau, ETL, SQL",Not Disclosed
CONNECTMETA.AI,Data Analyst,Poland,No,Senior,2025-02-05,No,229,"Excel, Power BI, Tableau",Not Disclosed
Found By Few,Online Data Analyst,Italy,Yes,Freelance,2025-01-30,Yes,35,"Statistics, Python, Data Visualization, Tableau, Machine Learning",£40K - £50K
Found By Few,Freelance Online Data Analyst,Saudi Arabia,Yes,Internship,2025-01-31,Yes,450,"Machine Learning, Tableau, SQL, Statistics, Excel",£30K - £40K
Binance,Data Analyst,Spain,Yes,Entry-level,2025-01-26,No,289,"Power BI, Machine Learning, Data Visualization, ETL, Statistics",€35K - €45K
CapsLock,Sustainability Data Analyst,Italy,No,Internship,2025-02-14,Yes,144,"Machine Learning, ETL, Python, Big Data, Excel",€35K - €45K
Found By Few,Sustainability Data Analyst,Germany,Yes,Internship,2025-02-07,Yes,402,"SQL, Python, Machine Learning",€35K - €45K
Talent Glider,Data Scientist,Norway,Yes,Trainee,2025-02-19,Yes,253,"ETL, Statistics, Excel, Power BI, SQL",$70K - $90K
Talent Glider,Data Scientist,UAE,Yes,Mid-level,2025-02-11,Yes,18,"Data Visualization, Python, Excel, SQL, Tableau, Big Data",€50K - €60K
Oeson Learning™,Data Scientist,United Kingdom,Yes,Freelance,2025-02-20,Yes,270,"Big Data, Python, Power BI, Tableau",Not Disclosed
Talent Glider,Data Scientist,Norway,Yes,Fellowship,2025-01-30,Yes,326,"Power BI, Python, ETL, Statistics, Excel",€35K - €45K
TELUS Digital,Trainee Data Analyst,Saudi Arabia,Yes,Entry-level,2025-02-15,No,75,"Statistics, Big Data, Tableau",€50K - €60K
Cochrane,Data Science Intern,United Kingdom,Yes,Entry-level,2025-02-03,Yes,364,"Python, Power BI, Data Visualization, Tableau, Excel, Statistics",$70K - $90K
CapsLock,Trainee Data Analyst,Nigeria,No,Entry-level,2025-02-05,No,45,"SQL, Excel, Power BI, Big Data",$50K - $70K
CapsLock,Trainee Data Analyst,Germany,Yes,Freelance,2025-02-18,Yes,415,"Power BI, SQL, Tableau, Data Visualization",$50K - $70K
Talent Glider,Sustainability Data Analyst,Portugal,Yes,Senior,2025-02-07,No,261,"Big Data, Python, SQL, Tableau, ETL, Machine Learning",€50K - €60K
Dataleum,Data Science Intern,France,Yes,Entry-level,2025-01-29,No,496,"Python, Data Visualization, ETL, Statistics, Excel",$50K - $70K
TELUS Digital,Online Data Analyst,Nigeria,No,Trainee,2025-02-22,No,337,"Power BI, Big Data, Data Visualization, Excel, ETL, Python",£30K - £40K
Peroptyx,Trainee Data Analyst,Saudi Arabia,No,Trainee,2025-01-28,No,104,"Python, Big Data, Tableau",£30K - £40K
Oeson Learning™,Freelance Online Data Analyst,Ireland,No,Senior,2025-02-17,No,57,"Statistics, Data Visualization, ETL",Not Disclosed
Peroptyx,Data Analyst,Italy,Yes,Fellowship,2025-02-20,No,76,"ETL, Big Data, Excel",Not Disclosed
Talent Glider,Data Science Intern,Norway,Yes,Trainee,2025-01-26,No,223,"SQL, Tableau, Machine Learning, Power BI, Statistics, Data Visualization",$50K - $70K
Binance,Data Science Intern,Ireland,Yes,Freelance,2025-02-05,Yes,87,"Statistics, Tableau, Machine Learning, SQL",€50K - €60K
Found By Few,Freelance Online Data Analyst,Spain,No,Freelance,2025-01-24,No,464,"SQL, Big Data, Data Visualization, ETL, Tableau",$70K - $90K
Found By Few,Data Science Intern,Poland,Yes,Freelance,2025-02-13,Yes,359,"ETL, Big Data, Excel, SQL, Python, Tableau",$70K - $90K
Cochrane,Sustainability Data Analyst,Ireland,No,Trainee,2025-02-09,No,449,"Data Visualization, Tableau, SQL, Machine Learning, Excel",€50K - €60K
Binance,Data Analyst,Nigeria,No,Trainee,2025-02-21,Yes,55,"Python, Big Data, Machine Learning, Power BI",£40K - £50K
Binance,Freelance Online Data Analyst,United Kingdom,No,Freelance,2025-02-02,Yes,94,"Python, Big Data, Data Visualization, Power BI, SQL",$50K - $70K
CONNECTMETA.AI,Freelance Online Data Analyst,Saudi Arabia,No,Freelance,2025-02-15,No,115,"Python, Data Visualization, Statistics, Tableau",$70K - $90K
TELUS Digital,Online Data Analyst,France,Yes,Entry-level,2025-02-17,No,54,"Excel, Power BI, Machine Learning, Data Visualization, SQL, Statistics",$70K - $90K
Found By Few,Trainee Data Analyst,Norway,No,Mid-level,2025-02-17,Yes,441,"Tableau, Machine Learning, Statistics",Not Disclosed
CapsLock,Online Data Analyst,United Kingdom,No,Fellowship,2025-02-15,Yes,491,"ETL, Big Data, Data Visualization, Excel, Power BI",£40K - £50K
Binance,Trainee Data Analyst,Italy,Yes,Internship,2025-02-06,No,246,"Power BI, Python, Excel, Big Data, SQL, Data Visualization",£30K - £40K
Peroptyx,Freelance Online Data Analyst,Nigeria,Yes,Trainee,2025-02-16,Yes,36,"Machine Learning, ETL, Tableau, Power BI, Data Visualization, Python",£40K - £50K
TELUS Digital,Online Data Analyst,Germany,No,Mid-level,2025-01-31,No,185,"SQL, Tableau, Power BI, Big Data",Not Disclosed
Peroptyx,Trainee Data Analyst,France,Yes,Mid-level,2025-02-04,No,394,"Statistics, Power BI, Data Visualization, SQL, Big Data",£30K - £40K
TELUS Digital,Sustainability Data Analyst,Poland,Yes,Freelance,2025-02-09,Yes,213,"Excel, Machine Learning, Tableau",€35K - €45K
Oeson Learning™,Data Analyst,France,No,Entry-level,2025-02-03,No,484,"Statistics, ETL, Data Visualization, Excel",€35K - €45K
Found By Few,Sustainability Data Analyst,Ireland,Yes,Fellowship,2025-01-26,Yes,412,"SQL, Excel, Statistics, Big Data",£40K - £50K
CONNECTMETA.AI,Data Scientist,Nigeria,No,Internship,2025-01-30,No,395,"Power BI, Big Data, SQL, ETL",Not Disclosed
Found By Few,Data Science Intern,Portugal,Yes,Freelance,2025-01-24,Yes,445,"ETL, Data Visualization, Statistics, Python, Machine Learning, Excel",€35K - €45K
Binance,Sustainability Data Analyst,Nigeria,Yes,Fellowship,2025-02-03,No,381,"SQL, Power BI, Python, Statistics, ETL",$50K - $70K
Oeson Learning™,Online Data Analyst,Poland,Yes,Mid-level,2025-02-19,No,74,"Machine Learning, Python, SQL, Tableau, Statistics",£30K - £40K
Peroptyx,Trainee Data Analyst,UAE,No,Entry-level,2025-02-07,Yes,287,"Python, Excel, Tableau, SQL",$50K - $70K
CapsLock,Data Science Intern,Norway,Yes,Entry-level,2025-02-06,Yes,34,"Tableau, Machine Learning, ETL, SQL, Statistics",$70K - $90K
Cochrane,Data Scientist,France,Yes,Senior,2025-02-03,Yes,341,"SQL, Python, Excel, ETL",$50K - $70K
Found By Few,Sustainability Data Analyst,United Kingdom,Yes,Internship,2025-01-27,No,374,"Tableau, SQL, Statistics, ETL",£40K - £50K
Oeson Learning™,Online Data Analyst,UAE,No,Freelance,2025-01-25,Yes,359,"Python, Big Data, Tableau",€35K - €45K
CapsLock,Data Analyst,Ireland,Yes,Internship,2025-01-27,No,135,"Tableau, Excel, Machine Learning",Not Disclosed
Cochrane,Data Scientist,Spain,No,Freelance,2025-02-11,No,47,"Statistics, Excel, SQL, ETL, Big Data",€35K - €45K
CONNECTMETA.AI,Data Scientist,Portugal,No,Entry-level,2025-02-17,No,365,"ETL, Python, Big Data, Statistics, Data Visualization",£40K - £50K
Dataleum,Data Science Intern,France,Yes,Mid-level,2025-02-05,No,304,"ETL, Python, Tableau, Data Visualization, Big Data",$50K - $70K
TELUS Digital,Data Scientist,Norway,Yes,Entry-level,2025-02-06,Yes,450,"Data Visualization, Excel, Big Data, Python",€50K - €60K
Peroptyx,Freelance Online Data Analyst,Spain,No,Freelance,2025-02-13,Yes,62,"SQL, Machine Learning, Big Data",$70K - $90K
Found By Few,Data Science Intern,Poland,Yes,Entry-level,2025-01-26,No,271,"Python, Data Visualization, SQL, ETL, Excel",€35K - €45K
Dataleum,Data Analyst,UAE,Yes,Entry-level,2025-02-06,Yes,26,"SQL, Data Visualization, Python, Excel",€50K - €60K
Binance,Data Scientist,UAE,No,Mid-level,2025-02-17,No,252,"Excel, ETL, Data Visualization, SQL, Power BI, Big Data",$70K - $90K
Cochrane,Freelance Online Data Analyst,France,Yes,Fellowship,2025-02-20,Yes,49,"Power BI, ETL, Data Visualization, Excel",Not Disclosed
Oeson Learning™,Data Analyst,Nigeria,No,Fellowship,2025-02-07,No,494,"Power BI, Machine Learning, Statistics, Big Data, Data Visualization, Tableau",$70K - $90K
CapsLock,Online Data Analyst,Saudi Arabia,No,Entry-level,2025-02-20,Yes,498,"SQL, Power BI, Big Data",Not Disclosed
Dataleum,Data Science Intern,Germany,No,Entry-level,2025-02-11,No,288,"Power BI, Tableau, Excel, Python",€50K - €60K
TELUS Digital,Data Scientist,France,No,Senior,2025-02-07,Yes,269,"Data Visualization, SQL, Tableau, Machine Learning, ETL",£30K - £40K
Binance,Sustainability Data Analyst,Norway,Yes,Mid-level,2025-02-08,Yes,131,"Tableau, Machine Learning, Big Data, Power BI, Python, Statistics",$70K - $90K
Dataleum,Trainee Data Analyst,United Kingdom,Yes,Entry-level,2025-02-21,Yes,292,"Power BI, Python, Machine Learning, Excel",£40K - £50K
TELUS Digital,Data Science Intern,Italy,Yes,Internship,2025-02-21,No,245,"Python, ETL, Machine Learning, Big Data, Excel",£30K - £40K
Talent Glider,Data Scientist,United Kingdom,Yes,Senior,2025-02-11,No,378,"Machine Learning, Python, Data Visualization, Statistics, SQL, Power BI",£40K - £50K
Peroptyx,Trainee Data Analyst,United Kingdom,Yes,Fellowship,2025-02-05,Yes,113,"Big Data, Machine Learning, ETL, Excel, Python, Tableau",€35K - €45K
Talent Glider,Data Scientist,Norway,No,Freelance,2025-02-08,Yes,129,"Tableau, Machine Learning, Big Data",£30K - £40K
Cochrane,Data Scientist,Italy,Yes,Senior,2025-01-31,Yes,85,"Tableau, Data Visualization, Python, Excel",$50K - $70K
Binance,Data Scientist,Italy,Yes,Internship,2025-02-06,No,485,"Machine Learning, Excel, Statistics, SQL",£40K - £50K
Binance,Data Science Intern,Portugal,Yes,Fellowship,2025-01-25,Yes,62,"Tableau, ETL, Excel",£40K - £50K
Cochrane,Data Scientist,Saudi Arabia,No,Internship,2025-02-07,Yes,438,"SQL, Big Data, Tableau, Statistics, ETL, Power BI",Not Disclosed
Dataleum,Freelance Online Data Analyst,Norway,No,Entry-level,2025-01-28,No,47,"Python, Tableau, SQL",$70K - $90K
Dataleum,Data Analyst,Spain,Yes,Fellowship,2025-02-03,Yes,343,"Data Visualization, Python, ETL, SQL",$70K - $90K
Cochrane,Freelance Online Data Analyst,Germany,No,Trainee,2025-02-19,No,20,"Excel, ETL, Machine Learning, Python, Statistics, Power BI",$70K - $90K
Found By Few,Data Scientist,Ireland,Yes,Entry-level,2025-02-20,Yes,416,"SQL, Excel, Power BI, ETL",$50K - $70K
CapsLock,Data Scientist,Nigeria,Yes,Senior,2025-01-28,Yes,283,"Python, Tableau, Excel, ETL, Power BI, Data Visualization",$50K - $70K
TELUS Digital,Data Analyst,United Kingdom,Yes,Fellowship,2025-02-05,Yes,105,"Tableau, Power BI, Machine Learning",£30K - £40K
CapsLock,Trainee Data Analyst,Portugal,No,Fellowship,2025-02-19,Yes,389,"ETL, Python, Power BI, Machine Learning, Excel",$50K - $70K
TELUS Digital,Data Science Intern,France,No,Freelance,2025-01-29,Yes,378,"Excel, Tableau, Power BI, Big Data, ETL, Statistics",$70K - $90K
Talent Glider,Trainee Data Analyst,United Kingdom,Yes,Senior,2025-01-24,Yes,460,"Python, Tableau, Statistics, ETL, Excel",$50K - $70K
Cochrane,Data Science Intern,Nigeria,No,Entry-level,2025-01-30,Yes,71,"Big Data, Tableau, Statistics, Excel",$70K - $90K
Dataleum,Data Scientist,UAE,No,Freelance,2025-02-10,Yes,260,"Big Data, Python, Excel, Tableau",£30K - £40K
CONNECTMETA.AI,Data Science Intern,Ireland,No,Freelance,2025-01-26,Yes,307,"Statistics, Tableau, Power BI, Big Data, Data Visualization",£40K - £50K
CapsLock,Online Data Analyst,Saudi Arabia,Yes,Fellowship,2025-02-10,No,165,"SQL, Excel, Python, ETL, Data Visualization",£40K - £50K
TELUS Digital,Data Science Intern,Saudi Arabia,No,Fellowship,2025-02-20,Yes,195,"Python, SQL, Statistics, Tableau, Excel, ETL",€50K - €60K
Binance,Data Scientist,United Kingdom,No,Internship,2025-01-31,Yes,475,"Machine Learning, Tableau, Power BI",£40K - £50K
Peroptyx,Data Science Intern,Spain,Yes,Mid-level,2025-02-12,Yes,435,"Machine Learning, Statistics, Excel",£30K - £40K
Cochrane,Freelance Online Data Analyst,Portugal,No,Trainee,2025-01-31,No,164,"Data Visualization, Machine Learning, Power BI, Tableau, ETL, Excel",€50K - €60K
Found By Few,Freelance Online Data Analyst,Nigeria,Yes,Trainee,2025-01-31,Yes,156,"ETL, Tableau, SQL, Big Data, Data Visualization",€35K - €45K
Cochrane,Freelance Online Data Analyst,France,Yes,Freelance,2025-02-03,No,253,"Excel, Machine Learning, Big Data, Tableau, Data Visualization",€35K - €45K
CapsLock,Freelance Online Data Analyst,Nigeria,No,Fellowship,2025-01-31,No,277,"Python, Big Data, Statistics",Not Disclosed
CapsLock,Data Science Intern,Saudi Arabia,No,Internship,2025-01-28,Yes,112,"SQL, Tableau, Power BI, Statistics, Python",£30K - £40K
Found By Few,Freelance Online Data Analyst,Nigeria,Yes,Senior,2025-02-14,Yes,176,"Machine Learning, Excel, Python, Power BI",€35K - €45K
Talent Glider,Online Data Analyst,France,Yes,Mid-level,2025-02-11,No,191,"Machine Learning, SQL, Power BI, ETL, Big Data, Python",$50K - $70K
Oeson Learning™,Data Scientist,Norway,No,Trainee,2025-02-13,Yes,196,"Python, Statistics, SQL",$70K - $90K
CapsLock,Data Science Intern,Portugal,No,Fellowship,2025-01-30,Yes,391,"ETL, SQL, Statistics",$50K - $70K
Oeson Learning™,Data Analyst,United Kingdom,No,Trainee,2025-02-04,Yes,97,"Data Visualization, Machine Learning, SQL",£40K - £50K
CONNECTMETA.AI,Trainee Data Analyst,UAE,Yes,Mid-level,2025-02-12,No,88,"Statistics, Data Visualization, Big Data, Python, Power BI",€35K - €45K
CONNECTMETA.AI,Data Scientist,Saudi Arabia,No,Trainee,2025-01-29,Yes,61,"Data Visualization, ETL, Power BI, Tableau, Excel, Big Data",£40K - £50K
Dataleum,Data Analyst,France,No,Internship,2025-01-30,Yes,13,"Python, Tableau, SQL",£30K - £40K
Oeson Learning™,Freelance Online Data Analyst,Norway,Yes,Freelance,2025-02-18,Yes,23,"SQL, Power BI, Python",£30K - £40K
Binance,Freelance Online Data Analyst,Spain,Yes,Internship,2025-02-19,Yes,180,"SQL, Statistics, Big Data, Tableau, Machine Learning",$70K - $90K
Peroptyx,Data Science Intern,Ireland,No,Internship,2025-02-20,No,351,"Python, Machine Learning, ETL, Power BI, Tableau, Statistics",£40K - £50K
Peroptyx,Data Science Intern,Portugal,No,Fellowship,2025-01-26,Yes,461,"Statistics, ETL, Excel, Tableau, Big Data",€50K - €60K
Found By Few,Sustainability Data Analyst,Poland,No,Senior,2025-02-17,Yes,343,"Excel, Big Data, SQL, Python, Statistics, Machine Learning",€50K - €60K
TELUS Digital,Data Scientist,Poland,No,Mid-level,2025-01-28,No,77,"Machine Learning, Tableau, Statistics, Excel",€50K - €60K
Peroptyx,Data Scientist,Ireland,Yes,Internship,2025-02-08,No,445,"Excel, Power BI, SQL, Python, Data Visualization, ETL",$70K - $90K
Binance,Sustainability Data Analyst,Spain,Yes,Freelance,2025-02-03,Yes,492,"Machine Learning, Statistics, SQL",£30K - £40K
Found By Few,Data Scientist,Saudi Arabia,Yes,Senior,2025-01-30,Yes,341,"Python, Machine Learning, Tableau",Not Disclosed
Peroptyx,Freelance Online Data Analyst,Poland,Yes,Fellowship,2025-02-22,No,330,"Data Visualization, Python, Big Data",Not Disclosed
Found By Few,Freelance Online Data Analyst,UAE,No,Senior,2025-02-06,Yes,248,"Python, Excel, Data Visualization, Tableau, Statistics",£30K - £40K
Binance,Sustainability Data Analyst,Italy,Yes,Freelance,2025-02-14,Yes,72,"Excel, Python, Machine Learning, Tableau, Power BI, Statistics",€35K - €45K
Dataleum,Data Scientist,Portugal,No,Internship,2025-02-10,Yes,55,"SQL, Power BI, Machine Learning, Statistics, Excel, Big Data",£40K - £50K
Binance,Trainee Data Analyst,Nigeria,Yes,Internship,2025-02-15,No,227,"Machine Learning, Python, SQL, Power BI, Excel, Statistics",Not Disclosed
Binance,Trainee Data Analyst,Ireland,Yes,Freelance,2025-01-30,No,351,"Tableau, Machine Learning, Python, Big Data, ETL",£30K - £40K
Peroptyx,Data Analyst,United Kingdom,Yes,Senior,2025-01-26,Yes,63,"Machine Learning, ETL, Data Visualization",$70K - $90K
Found By Few,Data Science Intern,Portugal,No,Trainee,2025-02-03,Yes,281,"Data Visualization, Big Data, SQL, ETL, Statistics",£30K - £40K
CONNECTMETA.AI,Freelance Online Data Analyst,Saudi Arabia,No,Mid-level,2025-02-14,Yes,257,"Big Data, Statistics, Machine Learning, Data Visualization, Tableau",$70K - $90K
Cochrane,Data Scientist,Ireland,Yes,Entry-level,2025-02-01,Yes,159,"Big Data, Python, Data Visualization",$50K - $70K
CONNECTMETA.AI,Freelance Online Data Analyst,United Kingdom,Yes,Fellowship,2025-02-21,Yes,170,"Big Data, Data Visualization, ETL, SQL",$70K - $90K
Cochrane,Sustainability Data Analyst,Spain,Yes,Internship,2025-02-10,Yes,299,"SQL, ETL, Python, Power BI, Big Data, Machine Learning",Not Disclosed
Talent Glider,Trainee Data Analyst,Italy,Yes,Fellowship,2025-02-10,Yes,191,"Power BI, Excel, Statistics",£40K - £50K
CapsLock,Data Science Intern,Poland,No,Internship,2025-02-02,Yes,278,"Power BI, Tableau, Python, SQL, Statistics",$50K - $70K
Oeson Learning™,Data Analyst,Norway,No,Entry-level,2025-02-17,Yes,207,"Big Data, Statistics, ETL, Python",Not Disclosed
CONNECTMETA.AI,Data Analyst,Ireland,No,Trainee,2025-02-13,Yes,105,"Big Data, Statistics, Data Visualization, Tableau, Python",$70K - $90K
TELUS Digital,Sustainability Data Analyst,Poland,Yes,Freelance,2025-02-01,Yes,415,"Power BI, Python, SQL",€50K - €60K
Talent Glider,Data Science Intern,Ireland,No,Fellowship,2025-02-17,No,142,"ETL, SQL, Big Data, Statistics",$70K - $90K
Peroptyx,Data Scientist,Norway,Yes,Mid-level,2025-02-09,Yes,24,"Machine Learning, Data Visualization, Excel, ETL",€50K - €60K
CapsLock,Sustainability Data Analyst,Portugal,Yes,Internship,2025-01-28,Yes,84,"SQL, ETL, Statistics, Big Data, Data Visualization, Power BI",£30K - £40K
Found By Few,Data Analyst,Portugal,No,Senior,2025-02-07,No,496,"SQL, Excel, Big Data",€35K - €45K
Talent Glider,Data Analyst,UAE,No,Senior,2025-02-20,Yes,339,"Excel, Data Visualization, Python",$50K - $70K
TELUS Digital,Data Analyst,Ireland,No,Freelance,2025-01-28,Yes,147,"Machine Learning, Big Data, Data Visualization, Python, SQL, Power BI",£30K - £40K
Oeson Learning™,Online Data Analyst,Germany,No,Senior,2025-01-25,Yes,199,"SQL, Statistics, Tableau, Big Data, Power BI, ETL",£40K - £50K
CONNECTMETA.AI,Freelance Online Data Analyst,Germany,No,Fellowship,2025-02-18,No,238,"Python, Tableau, ETL",Not Disclosed
Found By Few,Trainee Data Analyst,Norway,No,Senior,2025-01-25,Yes,86,"SQL, Power BI, Big Data, ETL, Excel",£30K - £40K
CONNECTMETA.AI,Data Analyst,Poland,No,Freelance,2025-02-10,Yes,160,"Statistics, Big Data, Excel, Tableau",£30K - £40K
TELUS Digital,Data Analyst,UAE,Yes,Senior,2025-02-18,Yes,389,"SQL, Tableau, Data Visualization, Big Data",€50K - €60K
TELUS Digital,Data Science Intern,France,No,Mid-level,2025-02-09,Yes,171,"Machine Learning, Big Data, Python, Statistics, Tableau, Data Visualization",£30K - £40K
CONNECTMETA.AI,Freelance Online Data Analyst,Ireland,No,Senior,2025-02-10,No,50,"Power BI, Statistics, Machine Learning, SQL, Data Visualization, Tableau",€50K - €60K
Binance,Freelance Online Data Analyst,Saudi Arabia,Yes,Entry-level,2025-02-21,No,90,"Machine Learning, Tableau, Data Visualization, Power BI",$70K - $90K
Found By Few,Sustainability Data Analyst,Italy,No,Trainee,2025-01-30,No,30,"Excel, ETL, Machine Learning, Tableau, Python",€50K - €60K
Talent Glider,Data Science Intern,Nigeria,Yes,Entry-level,2025-01-28,No,300,"Machine Learning, Power BI, Statistics, Big Data",£40K - £50K
CapsLock,Data Science Intern,France,Yes,Entry-level,2025-02-15,Yes,223,"Big Data, Data Visualization, Python",$50K - $70K
Binance,Data Science Intern,France,No,Senior,2025-02-04,No,362,"Power BI, ETL, Python, Tableau",€35K - €45K
Peroptyx,Data Scientist,United Kingdom,No,Trainee,2025-01-24,Yes,451,"Data Visualization, Machine Learning, Power BI, Big Data, Statistics, Tableau",Not Disclosed
Oeson Learning™,Data Analyst,Italy,Yes,Fellowship,2025-02-04,No,415,"Excel, Python, Tableau, Statistics, Machine Learning, SQL",$50K - $70K
Peroptyx,Freelance Online Data Analyst,Ireland,No,Freelance,2025-02-17,Yes,263,"Power BI, Data Visualization, Statistics, Python",€50K - €60K
Cochrane,Data Analyst,France,Yes,Senior,2025-02-12,Yes,70,"Statistics, SQL, ETL, Python",€50K - €60K
Cochrane,Online Data Analyst,UAE,No,Freelance,2025-01-28,Yes,429,"Data Visualization, Big Data, Excel, Machine Learning",€35K - €45K
Found By Few,Sustainability Data Analyst,Portugal,Yes,Internship,2025-02-07,Yes,456,"SQL, Machine Learning, Power BI, Data Visualization, Statistics",$70K - $90K
Oeson Learning™,Online Data Analyst,Saudi Arabia,No,Mid-level,2025-02-09,Yes,195,"Excel, Python, Statistics",$50K - $70K
TELUS Digital,Trainee Data Analyst,Saudi Arabia,No,Mid-level,2025-02-08,No,228,"ETL, Tableau, Machine Learning, SQL, Power BI, Excel",Not Disclosed
TELUS Digital,Data Analyst,UAE,Yes,Internship,2025-02-11,Yes,229,"Statistics, Power BI, SQL",£30K - £40K
Found By Few,Freelance Online Data Analyst,Spain,Yes,Trainee,2025-01-30,Yes,42,"ETL, Tableau, Big Data, Machine Learning, Excel",£40K - £50K
Binance,Data Analyst,Saudi Arabia,Yes,Fellowship,2025-02-03,Yes,498,"Python, Big Data, Statistics, ETL, SQL, Power BI",£30K - £40K
Talent Glider,Data Science Intern,Ireland,Yes,Freelance,2025-02-11,No,281,"Python, Machine Learning, SQL, Data Visualization, Statistics",£40K - £50K
CapsLock,Freelance Online Data Analyst,United Kingdom,No,Entry-level,2025-02-14,No,404,"Big Data, Data Visualization, SQL, Power BI",Not Disclosed
TELUS Digital,Sustainability Data Analyst,Saudi Arabia,No,Trainee,2025-02-21,Yes,375,"Data Visualization, Machine Learning, Excel, Big Data, Statistics",£30K - £40K
Talent Glider,Data Scientist,United Kingdom,Yes,Fellowship,2025-01-26,Yes,354,"SQL, Statistics, Tableau, Big Data",£30K - £40K
TELUS Digital,Sustainability Data Analyst,Spain,No,Senior,2025-01-26,Yes,332,"Machine Learning, Tableau, ETL",$70K - $90K
Found By Few,Trainee Data Analyst,Portugal,No,Fellowship,2025-02-12,Yes,48,"Tableau, ETL, Excel, SQL, Power BI",€50K - €60K
Talent Glider,Sustainability Data Analyst,Nigeria,Yes,Trainee,2025-01-24,No,108,"Data Visualization, Tableau, Statistics, SQL, Excel",$70K - $90K
Binance,Online Data Analyst,Italy,Yes,Senior,2025-02-07,No,46,"Machine Learning, Tableau, Excel, Python, ETL",Not Disclosed
Talent Glider,Sustainability Data Analyst,United Kingdom,Yes,Freelance,2025-02-03,Yes,374,"Power BI, Statistics, SQL, ETL, Excel",$50K - $70K
CapsLock,Trainee Data Analyst,Portugal,Yes,Mid-level,2025-02-15,No,213,"Python, Data Visualization, Power BI, Statistics, ETL",$70K - $90K
TELUS Digital,Sustainability Data Analyst,Ireland,Yes,Internship,2025-02-05,Yes,423,"Power BI, Tableau, ETL",£30K - £40K
Talent Glider,Data Scientist,Italy,No,Entry-level,2025-02-05,No,235,"Excel, Power BI, Data Visualization",€35K - €45K
